head	tail	relations
MESH:D006220	NCBI:84152	
MESH:D004298	NCBI:6194	
MESH:C066657	NCBI:6194	
MESH:C066657	NCBI:84152	
MESH:C069989	NCBI:6194	PART-OF
MESH:D006220	NCBI:1855	
MESH:C069989	NCBI:1813	
MESH:C069989	NCBI:1855	
MESH:D005680	NCBI:1813	
MESH:D005680	NCBI:1855	
MESH:D004298	NCBI:1855	
MESH:D020123	NCBI:6195	
MESH:C552719	NCBI:6195	INHIBITOR
MESH:C069989	NCBI:84152	
MESH:C500528	NCBI:2166	INHIBITOR
MESH:D012172	NCBI:2166	
MESH:C557222	NCBI:2166	SUBSTRATE
MESH:C031141	NCBI:2166	SUBSTRATE
MESH:C500528	NCBI:1268	
MESH:C500528	NCBI:1269	
MESH:C496392	NCBI:1269	
MESH:C500528	NCBI:199	INDIRECT-DOWNREGULATOR
MESH:D012172	NCBI:1268	
MESH:D012172	NCBI:1269	
MESH:D012172	NCBI:199	
MESH:C094023	NCBI:199	INDIRECT-UPREGULATOR
MESH:C059768	NCBI:5578	ACTIVATOR
MESH:C059768	NCBI:2596	INDIRECT-UPREGULATOR
MESH:C081021	NCBI:5578	INDIRECT-DOWNREGULATOR
MESH:C081021	NCBI:2596	INDIRECT-DOWNREGULATOR
MESH:D010100	NCBI:8192	
MESH:D010100	NCBI:581	
MESH:C427308	NCBI:8192	
MESH:C040527	NCBI:84941	
MESH:D006027	NCBI:7040	
MESH:D006028	NCBI:7046	INDIRECT-UPREGULATOR
MESH:D009569	NCBI:7046	
MESH:C018917	NCBI:836	INDIRECT-UPREGULATOR
MESH:D004958	NCBI:7253	
MESH:D004958	NCBI:7173	
MESH:D004958	NCBI:7038	
MESH:D004958	NCBI:6528	INHIBITOR
MESH:D004967	NCBI:7253	
MESH:D004967	NCBI:7173	
MESH:D004967	NCBI:7038	
MESH:D004967	NCBI:6528	
MESH:D012974	NCBI:2099	
MESH:D012974	NCBI:7253	
MESH:D007529	NCBI:5728	INDIRECT-UPREGULATOR
MESH:D007529	NCBI:999	INDIRECT-UPREGULATOR
MESH:D019833	NCBI:5728	INDIRECT-UPREGULATOR
MESH:D019833	NCBI:999	INDIRECT-UPREGULATOR
MESH:D019833	NCBI:5468	INDIRECT-DOWNREGULATOR
MESH:D019833	NCBI:2194	INDIRECT-DOWNREGULATOR
MESH:D009243	NCBI:5468	
MESH:D002118	NCBI:7225	SUBSTRATE
MESH:C425780	NCBI:7225	INHIBITOR
MESH:C063509	NCBI:7225	INHIBITOR
MESH:D002217	NCBI:7225	ACTIVATOR
MESH:C586847	NCBI:238	INHIBITOR
MESH:C516714	NCBI:238	INHIBITOR
MESH:D010868	NCBI:2099	INHIBITOR
MESH:D010868	NCBI:5241	
MESH:D013881	NCBI:2099	INHIBITOR
MESH:D013881	NCBI:5241	
MESH:D010868	NCBI:3630	
MESH:D010868	NCBI:3479	
MESH:D010868	NCBI:1950	
MESH:C115717	NCBI:2099	DIRECT-REGULATOR
MESH:D013881	NCBI:801	ANTAGONIST
MESH:C033772	NCBI:801	ANTAGONIST
MESH:C040184	NCBI:801	ANTAGONIST
MESH:D012794	NCBI:1160	PART-OF
MESH:D012794	NCBI:1159	PART-OF
MESH:D003401	NCBI:1160	
MESH:D003401	NCBI:1159	
MESH:D014508	NCBI:1160	
MESH:D014508	NCBI:1159	
MESH:D019791	NCBI:1160	
MESH:D019791	NCBI:1159	
MESH:D054199	NCBI:7124	INDIRECT-DOWNREGULATOR
MESH:D005688	NCBI:7124	
MESH:D004809	NCBI:7124	INDIRECT-DOWNREGULATOR
MESH:C007810	NCBI:7124	INDIRECT-UPREGULATOR
MESH:D054199	NCBI:4792	INDIRECT-DOWNREGULATOR
MESH:D054199	NCBI:5970	INHIBITOR
MESH:D000070	NCBI:5972	
MESH:D000070	NCBI:153	AGONIST
MESH:D024483	NCBI:2147	
MESH:D010837	NCBI:2147	INDIRECT-DOWNREGULATOR
MESH:D006719	NCBI:4128	PRODUCT-OF
MESH:D006719	NCBI:4129	
MESH:D003010	NCBI:4129	
MESH:D009526	NCBI:4128	INHIBITOR
MESH:D009526	NCBI:4129	INHIBITOR
MESH:D003647	NCBI:4128	
MESH:D003647	NCBI:4129	
MESH:C027720	NCBI:4128	
MESH:C027720	NCBI:4129	
MESH:D015102	NCBI:4129	
MESH:C010117	NCBI:4128	
MESH:C010117	NCBI:4129	
MESH:D009638	NCBI:4128	
MESH:D020120	NCBI:3351	DIRECT-REGULATOR
MESH:C047975	NCBI:3351	DIRECT-REGULATOR
MESH:C015101	NCBI:3351	DIRECT-REGULATOR
MESH:C044535	NCBI:3351	
MESH:D006160	NCBI:3351	
MESH:D005033	NCBI:3351	
MESH:D000077731	NCBI:3351	
MESH:D005947	NCBI:5265	
MESH:D000068900	NCBI:5265	
MESH:C057619	NCBI:3630	
MESH:C057619	NCBI:5265	
MESH:C000591922	NCBI:3350	AGONIST-ACTIVATOR|AGONIST
MESH:C000591922	NCBI:3351	
MESH:C000591922	NCBI:3356	
MESH:C000591922	NCBI:1813	INDIRECT-DOWNREGULATOR
MESH:D009638	NCBI:3356	
MESH:C000591922	NCBI:147	ANTAGONIST
MESH:C029468	NCBI:847	
MESH:C029468	NCBI:2098	
MESH:C570240	NCBI:6524	INHIBITOR
MESH:D011738	NCBI:3269	DIRECT-REGULATOR|ANTAGONIST
MESH:D010632	NCBI:25932	
MESH:D010632	NCBI:3269	
MESH:C025566	NCBI:6019	AGONIST
MESH:C025566	NCBI:25932	
MESH:D005029	NCBI:3269	ANTAGONIST
MESH:C031234	NCBI:3269	
MESH:D016593	NCBI:3269	ANTAGONIST
MESH:D016589	NCBI:3269	ANTAGONIST
MESH:D017336	NCBI:3269	ANTAGONIST
MESH:C043648	NCBI:3269	ANTAGONIST
MESH:D004155	NCBI:3269	ANTAGONIST
MESH:C551803	NCBI:695	INHIBITOR
MESH:C042696	NCBI:695	
MESH:C015908	NCBI:695	INHIBITOR
MESH:C551803	NCBI:7157	
MESH:D003543	NCBI:6750	INDIRECT-DOWNREGULATOR
MESH:D019344	NCBI:56934	
MESH:D019344	NCBI:3948	
MESH:D013739	NCBI:56934	
MESH:D013739	NCBI:3948	
MESH:D009243	NCBI:3948	
MESH:D005048	NCBI:4985	
MESH:D004090	NCBI:4988	DIRECT-REGULATOR
MESH:D004090	NCBI:4985	
MESH:D016314	NCBI:4988	
MESH:D016314	NCBI:4985	
MESH:D016308	NCBI:4988	
MESH:D010622	NCBI:4988	
MESH:D010622	NCBI:4985	
MESH:C038806	NCBI:4638	
MESH:D002122	NCBI:4638	
MESH:D015736	NCBI:4638	INHIBITOR
MESH:C029107	NCBI:4638	INHIBITOR
MESH:D020002	NCBI:4638	
MESH:C066657	NCBI:4638	
MESH:D015736	NCBI:801	INHIBITOR
MESH:C029107	NCBI:801	INHIBITOR
MESH:C066657	NCBI:801	
MESH:D020002	NCBI:801	
MESH:D015636	NCBI:801	
MESH:D008139	NCBI:551	
MESH:D008236	NCBI:551	
MESH:D008236	NCBI:5443	
MESH:D008236	NCBI:1392	
MESH:D008139	NCBI:391104	
MESH:D008236	NCBI:391104	
MESH:C061831	NCBI:5443	
MESH:C061831	NCBI:551	
MESH:C061831	NCBI:391104	
MESH:C061831	NCBI:1392	
MESH:D018723	NCBI:43	
MESH:C021148	NCBI:153	ANTAGONIST
MESH:D017265	NCBI:153	ACTIVATOR
MESH:D017265	NCBI:154	AGONIST
MESH:C002904	NCBI:153	ACTIVATOR
MESH:C002904	NCBI:154	
MESH:D006632	NCBI:2520	
MESH:D016210	NCBI:2520	
MESH:D016567	NCBI:2520	
MESH:D002927	NCBI:2520	
MESH:D011239	NCBI:6898	
MESH:D013256	NCBI:6898	
MESH:D013999	NCBI:153	INHIBITOR
MESH:D002040	NCBI:153	INHIBITOR
MESH:D001625	NCBI:3274	
MESH:D016567	NCBI:3274	ANTAGONIST
MESH:D006220	NCBI:3274	
MESH:C017987	NCBI:3274	
MESH:D006859	NCBI:3274	
MESH:D014299	NCBI:3274	
MESH:C102563	NCBI:3274	
MESH:D004316	NCBI:3274	
MESH:D014268	NCBI:3274	
MESH:D003543	NCBI:6208	
MESH:D003543	NCBI:6753	
MESH:C437397	NCBI:6208	PART-OF
MESH:C055551	NCBI:6208	PART-OF
MESH:D013004	NCBI:6208	
MESH:D013004	NCBI:6753	
MESH:D004220	NCBI:6750	
MESH:C437397	NCBI:6750	PART-OF
MESH:C055551	NCBI:6750	PART-OF
MESH:C032473	NCBI:154	INHIBITOR|ANTAGONIST
MESH:C039100	NCBI:154	INHIBITOR|ANTAGONIST
MESH:D012176	NCBI:2147	
MESH:D017313	NCBI:2147	INDIRECT-UPREGULATOR
MESH:C077423	NCBI:2147	INDIRECT-UPREGULATOR
MESH:C067820	NCBI:2147	INDIRECT-UPREGULATOR
MESH:C077423	NCBI:632	INDIRECT-DOWNREGULATOR
MESH:C067820	NCBI:632	INDIRECT-DOWNREGULATOR
MESH:D017313	NCBI:632	INDIRECT-DOWNREGULATOR
MESH:D012176	NCBI:632	
MESH:C031637	NCBI:801	DIRECT-REGULATOR
MESH:D009712	NCBI:801	
MESH:D010640	NCBI:801	DIRECT-REGULATOR
MESH:D009711	NCBI:2158	PART-OF
MESH:D009711	NCBI:629	PART-OF
MESH:C034347	NCBI:134	
MESH:C035296	NCBI:240	INHIBITOR
MESH:D004049	NCBI:4056	INHIBITOR
MESH:D055666	NCBI:240	PRODUCT-OF
MESH:C035296	NCBI:4056	
MESH:D015289	NCBI:4056	
MESH:D007785	NCBI:3938	SUBSTRATE
MESH:D007792	NCBI:3938	SUBSTRATE
MESH:D012210	NCBI:3938	SUBSTRATE
MESH:C000989	NCBI:7299	SUBSTRATE
MESH:D010636	NCBI:7299	SUBSTRATE
MESH:D010647	NCBI:7299	SUBSTRATE
MESH:D005690	NCBI:1356	
MESH:D005690	NCBI:1621	
MESH:D013481	NCBI:1356	
MESH:D013481	NCBI:1621	
MESH:D001205	NCBI:1356	
MESH:D004298	NCBI:1356	
MESH:D000244	NCBI:3558	
MESH:D012266	NCBI:3558	
MESH:C020175	NCBI:5241	DIRECT-REGULATOR
MESH:D016912	NCBI:5241	INDIRECT-UPREGULATOR
MESH:C033273	NCBI:5241	DIRECT-REGULATOR
MESH:C044815	NCBI:367	DIRECT-REGULATOR
MESH:D016912	NCBI:367	DIRECT-REGULATOR
MESH:C033273	NCBI:367	DIRECT-REGULATOR
MESH:D011372|D011374	NCBI:367	DIRECT-REGULATOR
MESH:D005998	NCBI:2731	
MESH:C047902	NCBI:2731	
MESH:C047902	NCBI:4948	
MESH:C047902	NCBI:4608	
MESH:C047902	NCBI:1738	
MESH:C047902	NCBI:3897	
MESH:C047902	NCBI:6862	
MESH:D005998	NCBI:4948	
MESH:D005998	NCBI:4608	
MESH:D005998	NCBI:1738	
MESH:D005998	NCBI:3897	
MESH:D005998	NCBI:6862	
MESH:D011732	NCBI:6470	
MESH:D011732	NCBI:4948	
MESH:D011732	NCBI:4608	
MESH:D011732	NCBI:1738	
MESH:D011732	NCBI:3897	
MESH:D011732	NCBI:6862	
MESH:D005492	NCBI:4948	
MESH:D005492	NCBI:4608	
MESH:D005492	NCBI:1738	
MESH:D005492	NCBI:3897	
MESH:D005492	NCBI:6862	
MESH:C074232	NCBI:6470	
MESH:C074232	NCBI:4948	
MESH:C074232	NCBI:4608	
MESH:C074232	NCBI:1738	
MESH:C074232	NCBI:3897	
MESH:C074232	NCBI:6862	
MESH:D002713	NCBI:5327	INHIBITOR
MESH:D002713	NCBI:3936	INHIBITOR
MESH:D002713	NCBI:10765	INHIBITOR
MESH:D002713	NCBI:100128998	INHIBITOR
MESH:D015119	NCBI:5327	ACTIVATOR
MESH:D015119	NCBI:3936	ACTIVATOR
MESH:D015119	NCBI:10765	ACTIVATOR
MESH:D015119	NCBI:100128998	ACTIVATOR
MESH:C061653	NCBI:5327	ACTIVATOR|INHIBITOR
MESH:C061653	NCBI:3936	ACTIVATOR
MESH:C061653	NCBI:10765	ACTIVATOR
MESH:C061653	NCBI:100128998	ACTIVATOR
MESH:D002712	NCBI:10765	DIRECT-REGULATOR
MESH:D002712	NCBI:5327	
MESH:D000241	NCBI:957	
MESH:D000241	NCBI:4860	
MESH:D011684	NCBI:100	
MESH:D011684	NCBI:957	
MESH:D011684	NCBI:4860	
MESH:D010959	NCBI:100	
MESH:D010959	NCBI:957	
MESH:D010959	NCBI:4860	ACTIVATOR
MESH:D006589	NCBI:2099	INDIRECT-DOWNREGULATOR|INDIRECT-UPREGULATOR
MESH:D004028	NCBI:2099	INDIRECT-DOWNREGULATOR|INDIRECT-UPREGULATOR
MESH:D003375	NCBI:2099	INDIRECT-DOWNREGULATOR|INDIRECT-UPREGULATOR
MESH:D009256	NCBI:2099	INDIRECT-DOWNREGULATOR|INDIRECT-UPREGULATOR
MESH:D002996	NCBI:2099	
MESH:D009594	NCBI:2099	
MESH:D008656	NCBI:2099	
MESH:D004964	NCBI:2099	
MESH:C006161	NCBI:885	ANTAGONIST
MESH:D000622	NCBI:885	ANTAGONIST
MESH:C486819	NCBI:885	ANTAGONIST
MESH:C073929	NCBI:885	ANTAGONIST
MESH:D002108	NCBI:1237	
MESH:D013656	NCBI:1237	
MESH:D013938	NCBI:2539	
MESH:C008884	NCBI:2539	
MESH:C041321	NCBI:2539	
MESH:D002713	NCBI:367	
MESH:C069972	NCBI:367	
MESH:C008376	NCBI:367	
MESH:C041931	NCBI:367	
MESH:D017373	NCBI:367	
MESH:D002715	NCBI:367	
MESH:C033343	NCBI:2243	
MESH:C033343	NCBI:8830	
MESH:C033343	NCBI:2244	
MESH:C033343	NCBI:6370	
MESH:C078661	NCBI:2243	
MESH:C078661	NCBI:8830	
MESH:C078661	NCBI:2244	
MESH:C078661	NCBI:6370	
MESH:D005345	NCBI:2243	
MESH:D005345	NCBI:8830	
MESH:D005345	NCBI:2244	
MESH:D005345	NCBI:6370	
MESH:D002122	NCBI:8830	
MESH:D019856	NCBI:8830	
MESH:D019301	NCBI:8830	
MESH:D019905	NCBI:8830	
MESH:D011463	NCBI:5740	
MESH:D011464	NCBI:5740	
MESH:D010653	NCBI:5740	INHIBITOR
MESH:D006861	NCBI:5740	INHIBITOR
MESH:D010634	NCBI:5740	
MESH:D044262	NCBI:5740	
MESH:D016718	NCBI:5740	
MESH:D010545	NCBI:5740	
MESH:D015306	NCBI:8639	
MESH:C010059	NCBI:4128	
MESH:C010059	NCBI:8639	INHIBITOR
MESH:D003010	NCBI:8639	
MESH:D001881	NCBI:8639	ACTIVATOR
MESH:D014439	NCBI:8639	SUBSTRATE
MESH:C030796	NCBI:8639	SUBSTRATE
MESH:D009277	NCBI:2908	
MESH:D009640	NCBI:2908	
MESH:D016912	NCBI:2908	
MESH:C051353	NCBI:1950	
MESH:C051353	NCBI:2	
MESH:D010640	NCBI:1950	
MESH:D010640	NCBI:2	
MESH:C017967	NCBI:2	
MESH:C017967	NCBI:1950	
MESH:D014268	NCBI:2	
MESH:D014268	NCBI:1950	
MESH:C041630	NCBI:2	
MESH:C041630	NCBI:1950	
MESH:C017967	NCBI:1956	
MESH:C017967	NCBI:567	
MESH:D011398	NCBI:2	
MESH:C031637	NCBI:2	
MESH:D012235	NCBI:2	
MESH:C021277	NCBI:367	
MESH:D011372	NCBI:2796	
MESH:C481960	NCBI:7054	
MESH:D017135	NCBI:5241	
MESH:D017373	NCBI:5241	
MESH:C044659	NCBI:5241	
MESH:D008456	NCBI:367	
MESH:C044659	NCBI:367	
MESH:D011372|D011374	NCBI:2099	
MESH:D009640	NCBI:2099	
MESH:D000596	NCBI:5020	PART-OF
MESH:C076685	NCBI:4012	
MESH:C076685	NCBI:551	
MESH:C076685	NCBI:114548	
MESH:C076685	NCBI:5020	
MESH:C031918	NCBI:5020	
MESH:C031918	NCBI:551	
MESH:D006632	NCBI:213	
MESH:D006632	NCBI:54840	
MESH:D004155	NCBI:54840	INHIBITOR
MESH:D002974	NCBI:54840	INHIBITOR
MESH:D002974	NCBI:3269	ANTAGONIST
MESH:D002927	NCBI:54840	INHIBITOR
MESH:D025101	NCBI:157724	
MESH:D025101	NCBI:64902	
MESH:D000409	NCBI:157724	SUBSTRATE
MESH:D002129	NCBI:64902	
MESH:D002129	NCBI:157724	
MESH:C031150	NCBI:157724	
MESH:D007454	NCBI:7173	
MESH:D007454	NCBI:4025	
MESH:C520450	NCBI:7173	
MESH:D002231	NCBI:7173	
MESH:C032333	NCBI:7173	INHIBITOR
MESH:C032333	NCBI:4025	INHIBITOR
MESH:C472723	NCBI:2162	
MESH:D012967	NCBI:2162	
MESH:C429790	NCBI:2162	
MESH:C055551	NCBI:2162	
MESH:C055551	NCBI:710	
MESH:C055551	NCBI:5176	
MESH:C055551	NCBI:462	
MESH:C055551	NCBI:3818	
MESH:C472723	NCBI:710	
MESH:C472723	NCBI:5176	
MESH:C472723	NCBI:462	
MESH:C055551	NCBI:2161	
MESH:C472723	NCBI:2161	
MESH:D014241	NCBI:2099	
MESH:D002443	NCBI:2099	
MESH:C025430	NCBI:2099	DIRECT-REGULATOR
MESH:D002122	NCBI:4151	
MESH:C017987	NCBI:4151	
MESH:D002395	NCBI:1991	
MESH:D012964	NCBI:1991	
MESH:C488396	NCBI:11005	SUBSTRATE
MESH:D015306	NCBI:3269	
MESH:D000605	NCBI:3269	ANTAGONIST
MESH:C004649	NCBI:3269	ANTAGONIST
MESH:D014309	NCBI:3269	ANTAGONIST
MESH:C084582	NCBI:3269	ANTAGONIST
MESH:D001596	NCBI:3269	ANTAGONIST
MESH:D014311	NCBI:3269	ANTAGONIST
MESH:D010879	NCBI:3269	ANTAGONIST
MESH:D010640	NCBI:3269	ANTAGONIST
MESH:D018491|D004298	NCBI:3269	
MESH:D012964	NCBI:3269	
MESH:D018491|D004298	NCBI:25932	
MESH:D012701	NCBI:25932	
MESH:D012964	NCBI:25932	
MESH:C004649	NCBI:25932	
MESH:D002974	NCBI:25932	
MESH:D014311	NCBI:25932	
MESH:D008468	NCBI:25932	
MESH:D015306	NCBI:25932	
MESH:D006220	NCBI:5443	INDIRECT-UPREGULATOR
MESH:D006220	NCBI:5617	INDIRECT-UPREGULATOR
MESH:D006220	NCBI:2688	INDIRECT-UPREGULATOR
MESH:D013469	NCBI:5443	INDIRECT-UPREGULATOR
MESH:D013469	NCBI:5617	INDIRECT-UPREGULATOR
MESH:D013469	NCBI:2688	INDIRECT-UPREGULATOR
MESH:D013469	NCBI:5179	INDIRECT-UPREGULATOR
MESH:D013469	NCBI:5464	INDIRECT-UPREGULATOR
MESH:D006220	NCBI:5179	INDIRECT-UPREGULATOR
MESH:D006220	NCBI:5464	INDIRECT-UPREGULATOR
MESH:D004298	NCBI:5179	
MESH:D004298	NCBI:5464	
MESH:D006220	NCBI:6863	
MESH:D006220	NCBI:7032	INDIRECT-DOWNREGULATOR
MESH:D013469	NCBI:6863	
MESH:D013469	NCBI:7032	INDIRECT-UPREGULATOR
MESH:D004298	NCBI:1810	
MESH:C115717	NCBI:2252	
MESH:C115717	NCBI:1950	
MESH:D011732	NCBI:1644	
MESH:D000596	NCBI:4819	
MESH:D012701	NCBI:1644	PRODUCT-OF|SUBSTRATE
MESH:D011732	NCBI:2752	
MESH:D000596	NCBI:2752	
MESH:D018690	NCBI:1644	
MESH:D013134	NCBI:147	DIRECT-REGULATOR
MESH:D000109	NCBI:1137	
MESH:D000109	NCBI:7042	
MESH:D000109	NCBI:5947	
MESH:D000109	NCBI:5916	
MESH:D000109	NCBI:1134	
MESH:D012176	NCBI:1137	
MESH:D012176	NCBI:7042	
MESH:D012176	NCBI:1134	
MESH:D014212	NCBI:1137	
MESH:D014212	NCBI:7042	
MESH:D014212	NCBI:5947	
MESH:D014212	NCBI:1134	
MESH:C066657	NCBI:1137	
MESH:C066657	NCBI:7042	
MESH:C066657	NCBI:5947	
MESH:C066657	NCBI:5916	
MESH:C066657	NCBI:1134	
MESH:D002118	NCBI:799	
MESH:D000242	NCBI:799	
MESH:C066657	NCBI:799	
MESH:D002122	NCBI:799	
MESH:C052128	NCBI:799	
MESH:C058188	NCBI:799	
MESH:D002122	NCBI:796	
MESH:D013324	NCBI:796	
MESH:D008345	NCBI:796	
MESH:D001464	NCBI:796	
MESH:D002104	NCBI:796	
MESH:D007811	NCBI:796	
MESH:D002122	NCBI:3375	
MESH:C006014	NCBI:796	INHIBITOR
MESH:C028521	NCBI:796	INHIBITOR
MESH:C035144	NCBI:2908	
MESH:C076760	NCBI:1813	DIRECT-REGULATOR|ACTIVATOR
MESH:C076760	NCBI:7432	INHIBITOR
MESH:D000242	NCBI:7432	PRODUCT-OF
MESH:D000242	NCBI:1813	
MESH:D004298	NCBI:7432	INHIBITOR
MESH:D004876	NCBI:7432	INHIBITOR
MESH:D004876	NCBI:1813	ACTIVATOR
MESH:C076760	NCBI:1734	DIRECT-REGULATOR
MESH:C030265	NCBI:1734	DIRECT-REGULATOR
MESH:D004874	NCBI:7432	INHIBITOR
MESH:C100269	NCBI:7432	INHIBITOR
MESH:D004878	NCBI:7432	INHIBITOR
MESH:D000526	NCBI:153	ANTAGONIST
MESH:C045331	NCBI:153	ANTAGONIST
MESH:D012701	NCBI:3354	
MESH:D018967	NCBI:147	
MESH:D011224	NCBI:773	DIRECT-REGULATOR
MESH:D018967	NCBI:148	
MESH:D003609	NCBI:7155	INHIBITOR
MESH:C065581	NCBI:5972	INHIBITOR
MESH:C065581	NCBI:183	
MESH:C582670	NCBI:5972	INHIBITOR
MESH:C582670	NCBI:183	
MESH:D003891	NCBI:153	
MESH:D008790	NCBI:154	
MESH:D003891	NCBI:154	
MESH:D015016	NCBI:154	
MESH:C008534	NCBI:3356	
MESH:C008534	NCBI:3358	
MESH:D018817	NCBI:3358	DIRECT-REGULATOR
MESH:D010716	NCBI:3358	
MESH:C055525	NCBI:3356	
MESH:C055525	NCBI:3358	
MESH:C051800	NCBI:3356	
MESH:C051800	NCBI:3358	
MESH:C090361	NCBI:3356	DIRECT-REGULATOR
MESH:C090361	NCBI:3358	DIRECT-REGULATOR
MESH:C034073	NCBI:3356	
MESH:C422845	NCBI:3358	
MESH:C416024	NCBI:3358	
MESH:D000662	NCBI:3356	
MESH:D000662	NCBI:3358	
MESH:C094686	NCBI:1813	
MESH:C000470	NCBI:1812	INHIBITOR|ANTAGONIST
MESH:C000470	NCBI:1813	INDIRECT-UPREGULATOR|INHIBITOR|ANTAGONIST
MESH:C053619	NCBI:1812	
MESH:C053619	NCBI:1813	INHIBITOR|INDIRECT-UPREGULATOR|ANTAGONIST
MESH:C094686	NCBI:1812	
MESH:D013481	NCBI:5742	
MESH:D013481	NCBI:5743	
MESH:C064874	NCBI:5742	
MESH:C064874	NCBI:5743	INHIBITOR
MESH:D008528	NCBI:5743	INHIBITOR
MESH:D011738	NCBI:1571	DIRECT-REGULATOR|INHIBITOR
MESH:D006632	NCBI:1571	
MESH:D004155	NCBI:1571	INHIBITOR
MESH:D002744	NCBI:1571	INHIBITOR
MESH:D014311	NCBI:1571	INHIBITOR
MESH:D008012	NCBI:3269	
MESH:D008012	NCBI:1571	SUBSTRATE
MESH:D013739	NCBI:3269	
MESH:D013739	NCBI:1571	
MESH:D011803	NCBI:1571	
MESH:D011802	NCBI:1571	
MESH:D011738	NCBI:1565	DIRECT-REGULATOR|INHIBITOR
MESH:D003647	NCBI:1565	SUBSTRATE
MESH:C051731	NCBI:148	
MESH:D002122	NCBI:148	
MESH:D008729	NCBI:148	
MESH:D003000	NCBI:148	
MESH:D020372	NCBI:3351	
MESH:D005473	NCBI:3351	
MESH:D000431	NCBI:2902	INHIBITOR
MESH:D000431	NCBI:2903	INHIBITOR
MESH:D000431	NCBI:2904	INHIBITOR
MESH:D000431	NCBI:2905	INHIBITOR
MESH:C082810	NCBI:2902	ACTIVATOR
MESH:C082810	NCBI:2903	ACTIVATOR
MESH:C082810	NCBI:2904	ACTIVATOR
MESH:C082810	NCBI:2905	ACTIVATOR
MESH:D002122	NCBI:2905	
MESH:C080430	NCBI:2902	
MESH:C080430	NCBI:2905	
MESH:D015636	NCBI:2902	
MESH:D015636	NCBI:2903	
MESH:C108952	NCBI:1723	SUBSTRATE
MESH:C071415	NCBI:1723	PRODUCT-OF
MESH:D009285	NCBI:1723	INHIBITOR
MESH:C002997	NCBI:7372	INHIBITOR
MESH:C008714	NCBI:7372	SUBSTRATE
MESH:C005417	NCBI:7372	
MESH:C043936	NCBI:7372	SUBSTRATE
MESH:D007545	NCBI:148	
MESH:D004837	NCBI:147	AGONIST-ACTIVATOR
MESH:D004837	NCBI:148	
MESH:D002122	NCBI:147	
MESH:C063157	NCBI:155	AGONIST
MESH:C063157	NCBI:154	
MESH:C063157	NCBI:153	
MESH:C017082	NCBI:154	ACTIVATOR
MESH:C017082	NCBI:153	
MESH:C026041	NCBI:154	AGONIST|ACTIVATOR
MESH:C026041	NCBI:153	
MESH:D009248	NCBI:154	
MESH:C017082	NCBI:10242	
MESH:C026041	NCBI:10242	
MESH:C112356	NCBI:763	PART-OF
MESH:D000596	NCBI:763	PART-OF
MESH:D002245	NCBI:763	
MESH:D005016	NCBI:759	
MESH:D005016	NCBI:760	INHIBITOR
MESH:D003485	NCBI:763	INHIBITOR
MESH:D003485	NCBI:759	
MESH:D003485	NCBI:760	INHIBITOR
MESH:C028983	NCBI:763	PART-OF
MESH:C042696	NCBI:763	PART-OF
MESH:D007650	NCBI:3360	
MESH:D007650	NCBI:3350	
MESH:D007650	NCBI:3351	
MESH:D000077526	NCBI:3351	
MESH:C018387	NCBI:3360	
MESH:C018387	NCBI:3350	ANTAGONIST
MESH:C018387	NCBI:3351	
MESH:D010869	NCBI:3360	
MESH:D011224	NCBI:3360	
MESH:C089626	NCBI:3360	
MESH:C089626	NCBI:3350	ACTIVATOR
MESH:C089626	NCBI:3351	ACTIVATOR
MESH:D013392	NCBI:2247	DIRECT-REGULATOR
MESH:D013974	NCBI:7253	
MESH:D013972	NCBI:7253	
MESH:D014284|D014285	NCBI:7200	
MESH:D013972	NCBI:7038	
MESH:D013972	NCBI:7173	
MESH:C017114	NCBI:4988	DIRECT-REGULATOR
MESH:D005947	NCBI:4988	
MESH:D002395	NCBI:147	AGONIST-ACTIVATOR
MESH:C488396	NCBI:147	AGONIST-ACTIVATOR
MESH:C043437	NCBI:147	AGONIST-ACTIVATOR
MESH:C045295	NCBI:147	AGONIST-ACTIVATOR
MESH:D010656	NCBI:147	
MESH:D008729	NCBI:147	AGONIST
MESH:D048288	NCBI:148	
MESH:C016980	NCBI:148	
MESH:C039140	NCBI:148	
MESH:C017861	NCBI:4129	INHIBITOR
MESH:D010880	NCBI:3269	ANTAGONIST
MESH:D002698	NCBI:3269	
MESH:C015068	NCBI:3356	AGONIST
MESH:C025145	NCBI:3356	AGONIST
MESH:C025145	NCBI:3358	AGONIST
MESH:C534628	NCBI:3356	AGONIST
MESH:C534628	NCBI:3358	AGONIST
MESH:D018170	NCBI:3356	
MESH:D018170	NCBI:3358	
MESH:C053006	NCBI:3356	
MESH:C053006	NCBI:3358	
MESH:D017371	NCBI:3358	
MESH:D015016	NCBI:3357	
MESH:C080864	NCBI:3357	
MESH:D012980	NCBI:28896	INHIBITOR
MESH:D001241	NCBI:28896	INHIBITOR
MESH:C000600950	NCBI:5327	INDIRECT-DOWNREGULATOR|INHIBITOR
MESH:D014148	NCBI:100128998	
MESH:D014148	NCBI:5327	INHIBITOR
MESH:C000600950	NCBI:100128998	
MESH:C472723	NCBI:5327	
MESH:D001058	NCBI:1815	AGONIST|ANTAGONIST
MESH:C009074	NCBI:1815	ANTAGONIST
MESH:C008522	NCBI:1815	ANTAGONIST
MESH:D014268	NCBI:1813	ANTAGONIST
MESH:C086824	NCBI:1806	INHIBITOR
